file,bytes,sha256
data/acs/2018/1-Year/psam_p38.csv,5458168,1e267c337813a17d3d95abf565c8d5637d2fee960006503dcbd959afbfdf6114
data/acs/2018/1-Year/psam_p39.csv,83311699,1a5c823208992cbdd6380e6b4ed367672d58b0987791c3cce79e7b8b39b400aa
data/acs/2018/1-Year/psam_p40.csv,26253471,7919bfab76bbd20b5767705fee2977f4292b0baf709d387e1b291eb4bdf1d8b7
data/acs/2018/1-Year/psam_p41.csv,29581790,f015a36e303be25814a9eaeb1eb5150df767f72f4a809cbae596543030e1e39b
data/acs/2018/1-Year/psam_p42.csv,90149201,a6ccf32d05eff309204d83c229a05271e1f812de68bdb379df9100a0d9af5e71
data/acs/2018/1-Year/psam_p45.csv,34857232,d7a4a98f5ab30cbf0b2531ff4cad44b114ede7bd9a29046d632048ee454f0320
data/acs/2018/1-Year/psam_p47.csv,47504580,3fe1322b134bea2b5bb466ee44f44c71098a905298b2fb7c8cd8ec59e672a60d
data/acs/2018/1-Year/psam_p48.csv,188135859,32c73b8098aa793b6766d99455b4ce15d282a2542810e1d2842753aea64f23d3
data/acs/2018/1-Year/psam_p49.csv,22028730,4ab56d4a2b77194fbca70b8ada5c6e6629148274893f1d789c95c77ce4b9a738
data/acs/2018/1-Year/psam_p50.csv,4499009,01d8a17f099714462e056fb82768f6278f939b94ea2e629e46e8c7cc84f7a8d1
data/acs/2018/1-Year/psam_p51.csv,59680596,cf357f37589024be43631ed7023cedc17990182f51977a99e170ea37dde5f1ad
data/acs/2018/1-Year/psam_p53.csv,53579209,a6a28a87ba6ef2b2a87b7b8bb4f199c26a529fb816af0d197f4bb643256a4a47
data/acs/2018/1-Year/psam_p54.csv,12581678,f49ebb223a615b599d557ad38f3bd6ae4f632d2ef4dca2e600eb59a0b6c6faf5
data/acs/2018/1-Year/psam_p55.csv,41576763,6423feae2d5b643aa1a70dd821747d8ad593b06605c3779ef8bdd64bad204901
data/acs/2018/1-Year/psam_p56.csv,4018071,5a98dac3cad5341136738fad4560d25356b744009910e7de954de5cc81db5212
data/acs/2018/1-Year/psam_p72.csv,19770298,74436d4ffee9e5974982aff45622e49a192de2f22de528e2156c7ec13832e244
data/acs/2019/1-Year/psam_p32.csv,20792536,685c16c4aefcbd8e287118c145fe1a902e37013c38f37eba0a8da4fba09ca0a9
data/acs/2019/1-Year/psam_p39.csv,84085507,67d12835e0aa883e7efeead78fa8c12e51cc4ed431fb3e8ad8b9ba778258a628
data/acs/2022/1-Year/psam_p01.csv,35923128,214621fc301140ea0d167cc93d74debcab239c831ee96bf59da3b5516fe72958
data/acs/2022/1-Year/psam_p32.csv,21704031,14afbcf83c2ae9b8982279d5dc420ba7bd093c7e15253d7228e56bbe466bf5c1
data/acs/2022/1-Year/psam_p39.csv,84645051,cb208b9448510b6e4562f367d8ed9f87abab16a7dc6bcf211b089774e20e6cab
data/acs/2022/1-Year/psam_p45.csv,38223527,658ff797f9053d6331c153265268178529b1c12e87d9c6628a514ac354ae9ee6
data/adult.csv,5271056,8f970e20c9991979ec0a9ccb65ce97543d678709a2c6f8ef23f7fb32f40adddc
data/compas/compas-scores-two-years.csv,2546489,c451db85908b2f7fef1d83203bedf6b71ecda0d5af468d82ae62178f91d0cc7d
data/dutch/dutch.csv,2316287,c0e1df7e2ca07fa84aa99b5565c7b782a381e2fab377648a6d920174d04ce090
data/hmda/hmda_2018_AL.csv,58752126,95eccbdfc32eb863b0357445fa884b2f1a3ec1adcd49c03c70c48b644267fd3b
data/hmda/hmda_2018_GA.csv,143159638,240d1c39ce81c334183d639730681ea49acfba95fd76085c04a9a61c2840a5bc
data/hmda/hmda_2018_LA.csv,49009895,686a0e9173569be675fcbb4491cc388859e1c97778db3b3ec925ac2852838b07
data/hmda/hmda_2018_MS.csv,30989575,9ec2433c5e7814a04a3d16084b7a019ff6a5dcd0ab8f676d921dd244c063bc94
data/hmda/hmda_2018_NC.csv,141869953,bf1fcbd4c725764ad872ad8e60a9587c706749697d31ff83b19f452a769d5ff6
data/hmda/hmda_2018_OH.csv,152849884,bfdbf2a819cbd07c79db09f33fdd8746d103ff695f161e811f0d1e7ef9c2d313
data/hmda/hmda_2018_SC.csv,72192402,0322d4bc7c5454120d17415d1446f9995e8bb84ba825a40aa65da3c3d6618d4d
data/hmda/hmda_2018_TN.csv,94434315,e29a635364f9edcbd5bc7c6ccc232fd0ad1b204d448a10625adef39546cfabfb
data/ipums/ipumsi_00001.csv.gz,39934050,af2e6f52df3d45660578fa211577e32d918d0cb26b7eec631a2ba3489ec3026b
data/lawschool/law_school_clean.csv,1135557,23c1b173f3480beb7afc4957b107a9917dfc4a8dc9d87ea6034ec35222152452
data/taiwan/credit-card-clients.csv,2728301,7cfc3bb35b6986be40cccb5d490806f082b46f93afafdce27fd7f409eb5abb02
