seed,method,accuracy,dp_closure,dp_from_priv_loss,dp_from_unpriv_gain,dp_share_levelling_down,dp_verdict,tpr_closure,tpr_share_levelling_down,tpr_verdict,priv_lost,priv_gained,unpriv_lost,unpriv_gained,pct_churn_priv,pct_churn_unpriv,people_share_levelling_down,lost_per_gained,net_favourable_change,total_churn,arbitrariness_floor,churn_that_is_noise,positives_delta,positives_pct_change
2,expgrad_eo,0.8368099063905063,0.0857383329805802,0.041056999344835116,0.04468133363574507,0.47886397971062206,mixed,0.1275164555584848,0.5617175578781565,mixed,408,32,28,225,4.804542476523259,5.73826264459061,0.6445497630331753,1.6964980544747081,-179.0,0.05107982604850004,0.03338984300140046,0.6536796536796536,-179,-6.285112359550562
2,gridsearch_dp,0.8387263212206089,0.13737983380992574,0.08113125136492685,0.056248582444998876,0.5905615774523166,mixed,0.29779644066165356,0.47049524706146856,mixed,757,14,1,249,8.418868748635074,5.670220004536176,0.7524850894632207,2.88212927756654,-495.0,0.07525613621286946,0.0,0.0,-495,-17.38061797752809
2,prejudice_remover,0.839979361686445,0.12166456954795407,0.06224066390041494,0.05942390564753912,0.5115759183768187,mixed,0.2738840976328266,0.3878261932408484,mixed,572,2,1,263,6.267744048918978,5.987752324790202,0.6850299401197605,2.1622641509433964,-308.0,0.061767524139456034,0.0,0.0,-308,-10.814606741573034
2,adversarial_debiasing,0.8270067074519054,0.17448357904782014,0.08648176457741866,0.08800181447040147,0.4956441462821948,mixed,0.33313038493244124,0.46674119619899385,mixed,856,64,0,388,10.045861541821358,8.800181447040146,0.6881028938906752,1.8938053097345133,-404.0,0.09641040760669271,0.0,0.0,-404,-14.185393258426966
3,expgrad_dp,0.8273752487653866,0.16264687405315748,0.09347018999781614,0.06917668405534134,0.5746817486776138,mixed,0.3509982132171715,0.47682715291396693,mixed,878,22,1,306,9.827473247433938,6.963030165570424,0.7415540540540541,2.6798780487804876,-551.0,0.08896587307437163,0.010835114616348493,0.12178956089478045,-551,-19.791666666666668
3,expgrad_eo,0.8348197832977077,0.07291100501163739,0.04138458178641627,0.03152642322522113,0.567604050716498,mixed,0.07262414374605086,0.8900636685776845,levelling down,407,28,66,205,4.749945402926403,6.146518484917215,0.6650326797385621,2.0300429184549356,-240.0,0.052038033463551264,0.027861723299181837,0.5354107648725213,-240,-8.620689655172415
3,gridsearch_dp,0.8233950025797891,0.1909713504178131,0.1088665647521293,0.08210478566568381,0.570067523290523,mixed,0.39856136783037704,0.4891807615987905,mixed,1025,28,1,363,11.498143699497707,8.255840326604671,0.7384726224783862,2.6240409207161126,-635.0,0.10444460824058377,0.0,0.0,-635,-22.808908045977013
3,prejudice_remover,0.8357042824500627,0.11879211212587013,0.057326927276698,0.06146518484917214,0.48258193453076537,mixed,0.2746791532239504,0.3459979890923495,mixed,528,3,2,273,5.798209215986023,6.237242004989794,0.6591760299625468,1.9202898550724639,-254.0,0.05940885973317609,0.0,0.0,-254,-9.123563218390805
3,adversarial_debiasing,0.8261222082995504,0.15818757231418928,0.07971172745140861,0.07847584486278068,0.503906383322494,mixed,0.32948359047104947,0.4305490290707274,mixed,788,58,0,346,9.2378248525879,7.847584486278068,0.6948853615520282,1.9504950495049505,-384.0,0.08786024913392791,0.0,0.0,-384,-13.793103448275861
4,expgrad_dp,0.8252377091471954,0.16873702963488044,0.09434374317536581,0.07439328645951464,0.5591170081606294,mixed,0.37760119174648604,0.4978279660453467,mixed,892,28,0,328,10.045861541821358,7.439328645951463,0.7311475409836066,2.50561797752809,-536.0,0.09198791184491782,0.01857448219945456,0.20192307692307693,-536,-19.30835734870317
4,expgrad_eo,0.8368099063905063,0.08056301582099114,0.04880978379558856,0.03175323202540259,0.6058584487954447,mixed,0.10611481439636461,0.8495208801608889,levelling down,470,23,68,208,5.383271456649924,6.2599228850079385,0.6932153392330384,2.329004329004329,-307.0,0.056681654013414906,0.030588929018943025,0.5396618985695709,-307,-11.059077809798271
4,gridsearch_dp,0.8216260042750793,0.1888208770689864,0.1087573706049356,0.08006350646405082,0.5759817044235034,mixed,0.4165819304786653,0.5208606427699678,mixed,1028,32,0,353,11.574579602533305,8.00635064640508,0.7443881245474294,2.67012987012987,-643.0,0.10414977518979877,0.0,0.0,-643,-23.162824207492797
4,prejudice_remover,0.8362202402889364,0.12380662239098678,0.06256824634199609,0.0612383760489907,0.5053707558906082,mixed,0.29210133192734034,0.4055052968605625,mixed,578,5,1,271,6.366018781393318,6.169199364935359,0.6808009422850412,2.097826086956522,-303.0,0.06302056460529225,0.0,0.0,-303,-10.914985590778098
4,adversarial_debiasing,0.8242057934694479,0.16428560354544902,0.08626337628303124,0.0780222272624178,0.5250817747957252,mixed,0.340869623436565,0.5022710532776822,mixed,863,73,0,344,10.220572177331295,7.802222726241778,0.7149958574979287,2.0695443645083933,-446.0,0.09434657625119776,0.0,0.0,-446,-16.06628242074928
